HCA,2010,Q1,0.91,0.91,0.0,0.89,209000000.0,476000000.0,476000000.0,0.0,388000000.0,88000000.0,1200000000.0,7544000000.0,564000000.0,0.0,0.0,4274000000.0,1764000000.0,5780000000.0,516000000.0,4647000000.0,1133000000.0,-448000000.0,685000000.0,7544000000.0,426400000.0,426350000.0,435680000.0,
HCA,2010,Q2,0.69,0.69,0.0,0.67,136000000.0,378000000.0,378000000.0,0.0,293000000.0,85000000.0,1251000000.0,7756000000.0,788000000.0,0.0,0.0,4302000000.0,2039000000.0,5717000000.0,530000000.0,4748000000.0,969000000.0,-455000000.0,514000000.0,7756000000.0,424600000.0,426329000.0,437104000.0,
HCA,2010,Q3,0.57,0.57,0.0,0.55,143000000.0,325000000.0,325000000.0,0.0,243000000.0,82000000.0,1234000000.0,7647000000.0,721000000.0,0.0,0.0,4402000000.0,1955000000.0,5692000000.0,525000000.0,4766000000.0,926000000.0,-458000000.0,468000000.0,7647000000.0,426300000.0,426361000.0,439032000.0,
HCA,2010,Q4,0.66,0.66,9.43,0.65,170000000.0,394000000.0,394000000.0,0.0,283000000.0,111000000.0,1276000000.0,5088000000.0,-2073000000.0,0.0,0.0,4510000000.0,-797000000.0,5885000000.0,526000000.0,4867000000.0,1018000000.0,-454000000.0,564000000.0,5088000000.0,426500000.0,426424000.0,437347000.0,
HCA,2010,FY,2.83,2.83,9.43,2.76,658000000.0,1573000000.0,1573000000.0,0.0,1207000000.0,366000000.0,4961000000.0,28035000000.0,0.0,0.0,0.0,17488000000.0,4961000000.0,23074000000.0,2097000000.0,19028000000.0,4046000000.0,-1815000000.0,2231000000.0,28035000000.0,426500000.0,426424000.0,437347000.0,
HCA,2011,Q1,0.54,0.54,0.0,0.52,183000000.0,334000000.0,334000000.0,0.0,240000000.0,94000000.0,1275000000.0,8055000000.0,649000000.0,-181000000.0,0.0,4617000000.0,1924000000.0,6131000000.0,533000000.0,4976000000.0,1155000000.0,-638000000.0,517000000.0,8055000000.0,444400000.0,444202000.0,461969000.0,
HCA,2011,Q2,0.44,0.44,0.0,0.43,147000000.0,320000000.0,320000000.0,0.0,229000000.0,91000000.0,1295000000.0,8024000000.0,775000000.0,0.0,0.0,4646000000.0,2070000000.0,5954000000.0,595000000.0,4965000000.0,989000000.0,-522000000.0,467000000.0,8024000000.0,520500000.0,516448000.0,538557000.0,
HCA,2011,Q3,0.12,0.12,0.0,0.11,-23000000.0,146000000.0,146000000.0,0.0,61000000.0,85000000.0,1263000000.0,7998000000.0,740000000.0,0.0,0.0,4702000000.0,2003000000.0,5995000000.0,925000000.0,5015000000.0,980000000.0,-857000000.0,123000000.0,7998000000.0,508300000.0,508417000.0,527515000.0,
HCA,2011,Q4,4.07,4.07,0.0,3.91,412000000.0,2042000000.0,2042000000.0,0.0,1935000000.0,107000000.0,1346000000.0,8429000000.0,660000000.0,0.0,0.0,4945000000.0,2006000000.0,6423000000.0,465000000.0,3545000000.0,2878000000.0,-424000000.0,2454000000.0,8429000000.0,476800000.0,476609000.0,495943000.0,
HCA,2011,FY,5.17,5.17,0.0,4.97,719000000.0,2842000000.0,2842000000.0,0.0,2465000000.0,377000000.0,5179000000.0,32506000000.0,2824000000.0,-181000000.0,0.0,18910000000.0,8003000000.0,24503000000.0,2518000000.0,18501000000.0,6002000000.0,-2441000000.0,3561000000.0,32506000000.0,476800000.0,476609000.0,495943000.0,
HCA,2012,Q1,1.23,1.23,2.0,1.18,324000000.0,639000000.0,639000000.0,0.0,540000000.0,99000000.0,1419000000.0,9199000000.0,794000000.0,0.0,0.0,5229000000.0,2213000000.0,6986000000.0,442000000.0,5590000000.0,1396000000.0,-431000000.0,963000000.0,9199000000.0,439000000.0,437936000.0,458312000.0,
HCA,2012,Q2,0.89,0.89,0.0,0.85,214000000.0,485000000.0,485000000.0,0.0,391000000.0,94000000.0,1422000000.0,9153000000.0,1041000000.0,0.0,0.0,5200000000.0,2463000000.0,6690000000.0,448000000.0,5552000000.0,1138000000.0,-439000000.0,699000000.0,9153000000.0,439300000.0,439473000.0,458621000.0,
HCA,2012,Q3,0.82,0.82,0.0,0.78,222000000.0,455000000.0,455000000.0,0.0,360000000.0,95000000.0,1375000000.0,8062000000.0,0.0,0.0,0.0,5291000000.0,1375000000.0,6687000000.0,446000000.0,5577000000.0,1110000000.0,-433000000.0,677000000.0,8062000000.0,439000000.0,440899000.0,459515000.0,
HCA,2012,Q4,0.71,0.71,4.5,0.68,128000000.0,427000000.0,427000000.0,0.0,314000000.0,113000000.0,1501000000.0,6599000000.0,-1835000000.0,0.0,0.0,5417000000.0,-334000000.0,6933000000.0,462000000.0,5921000000.0,1012000000.0,-459000000.0,555000000.0,6599000000.0,439700000.0,440178000.0,459403000.0,
HCA,2012,FY,3.65,3.65,6.5,3.49,888000000.0,2006000000.0,2006000000.0,0.0,1605000000.0,401000000.0,5717000000.0,33013000000.0,0.0,0.0,0.0,21137000000.0,5717000000.0,27296000000.0,1798000000.0,22640000000.0,4656000000.0,-1762000000.0,2894000000.0,33013000000.0,439700000.0,440178000.0,459403000.0,
HCA,2013,Q1,0.77,0.77,0.0,0.74,201000000.0,438000000.0,438000000.0,0.0,344000000.0,94000000.0,1479000000.0,9194000000.0,754000000.0,0.0,0.0,5440000000.0,2233000000.0,6961000000.0,489000000.0,5841000000.0,1120000000.0,-481000000.0,639000000.0,9194000000.0,446800000.0,444401000.0,462368000.0,
HCA,2013,Q2,0.95,0.95,0.0,0.91,269000000.0,537000000.0,537000000.0,0.0,423000000.0,114000000.0,1470000000.0,9473000000.0,1023000000.0,0.0,0.0,5355000000.0,2493000000.0,6980000000.0,462000000.0,5724000000.0,1256000000.0,-450000000.0,806000000.0,9473000000.0,445300000.0,446612000.0,463184000.0,
HCA,2013,Q3,0.82,0.82,0.0,0.79,234000000.0,467000000.0,467000000.0,0.0,365000000.0,102000000.0,1457000000.0,9411000000.0,955000000.0,0.0,0.0,5480000000.0,2412000000.0,6999000000.0,458000000.0,5849000000.0,1150000000.0,-449000000.0,701000000.0,9411000000.0,445100000.0,447329000.0,463569000.0,
HCA,2013,Q4,0.96,0.96,0.0,0.93,246000000.0,554000000.0,554000000.0,0.0,424000000.0,130000000.0,1564000000.0,9962000000.0,1126000000.0,0.0,0.0,5608000000.0,2690000000.0,7272000000.0,456000000.0,6016000000.0,1256000000.0,-456000000.0,800000000.0,9962000000.0,444600000.0,445066000.0,461913000.0,
HCA,2013,FY,3.5,3.5,0.0,3.37,950000000.0,1996000000.0,1996000000.0,0.0,1556000000.0,440000000.0,5970000000.0,38040000000.0,3858000000.0,0.0,0.0,21883000000.0,9828000000.0,28212000000.0,1865000000.0,23430000000.0,4782000000.0,-1836000000.0,2946000000.0,38040000000.0,444600000.0,445066000.0,461913000.0,
HCA,2014,Q1,0.78,0.78,0.0,0.76,226000000.0,454000000.0,454000000.0,0.0,347000000.0,107000000.0,1532000000.0,8832000000.0,0.0,0.0,0.0,5695000000.0,1532000000.0,7300000000.0,460000000.0,6169000000.0,1131000000.0,-451000000.0,680000000.0,8832000000.0,444900000.0,442150000.0,457449000.0,
HCA,2014,Q2,1.1,1.1,0.0,1.07,272000000.0,632000000.0,632000000.0,0.0,483000000.0,149000000.0,1532000000.0,9230000000.0,0.0,0.0,0.0,5742000000.0,1532000000.0,7698000000.0,653000000.0,6161000000.0,1537000000.0,-633000000.0,904000000.0,9230000000.0,439100000.0,438833000.0,453009000.0,
HCA,2014,Q3,1.2,1.2,0.0,1.16,318000000.0,611000000.0,611000000.0,0.0,518000000.0,93000000.0,1539000000.0,9978000000.0,758000000.0,0.0,0.0,5899000000.0,2297000000.0,7681000000.0,427000000.0,6327000000.0,1354000000.0,-425000000.0,929000000.0,9978000000.0,431700000.0,432617000.0,447260000.0,
HCA,2014,Q4,1.22,1.22,0.0,1.17,292000000.0,676000000.0,676000000.0,0.0,527000000.0,149000000.0,1659000000.0,12047000000.0,2411000000.0,0.0,0.0,6060000000.0,4070000000.0,7977000000.0,538000000.0,6483000000.0,1494000000.0,-526000000.0,968000000.0,12047000000.0,436000000.0,435668000.0,450352000.0,
HCA,2014,FY,4.3,4.3,0.0,4.16,1108000000.0,2373000000.0,2373000000.0,0.0,1875000000.0,498000000.0,6262000000.0,40087000000.0,3169000000.0,0.0,0.0,23396000000.0,9431000000.0,30656000000.0,2078000000.0,25140000000.0,5516000000.0,-2035000000.0,3481000000.0,40087000000.0,436000000.0,435668000.0,450352000.0,
HCA,2015,Q1,1.41,1.41,0.0,1.36,358000000.0,720000000.0,720000000.0,0.0,591000000.0,129000000.0,1638000000.0,10322000000.0,646000000.0,0.0,0.0,6115000000.0,2284000000.0,8038000000.0,419000000.0,6569000000.0,1469000000.0,-391000000.0,1078000000.0,10322000000.0,419100000.0,420148000.0,435309000.0,
HCA,2015,Q2,1.22,1.22,0.0,1.18,319000000.0,665000000.0,665000000.0,0.0,507000000.0,158000000.0,1670000000.0,10932000000.0,1035000000.0,0.0,0.0,6247000000.0,2705000000.0,8227000000.0,550000000.0,6698000000.0,1529000000.0,-545000000.0,984000000.0,10932000000.0,415600000.0,416407000.0,429369000.0,
HCA,2015,Q3,1.08,1.08,0.0,1.05,270000000.0,573000000.0,573000000.0,0.0,449000000.0,124000000.0,1644000000.0,11014000000.0,1158000000.0,0.0,0.0,6415000000.0,2802000000.0,8212000000.0,411000000.0,6965000000.0,1247000000.0,-404000000.0,843000000.0,11014000000.0,415700000.0,414939000.0,426441000.0,
HCA,2015,Q4,1.43,1.43,0.0,1.4,314000000.0,738000000.0,738000000.0,0.0,582000000.0,156000000.0,1686000000.0,11323000000.0,1074000000.0,0.0,0.0,6441000000.0,2760000000.0,8563000000.0,420000000.0,7097000000.0,1466000000.0,-414000000.0,1052000000.0,11323000000.0,414200000.0,414193000.0,426721000.0,
HCA,2015,FY,5.14,5.14,0.0,4.99,1261000000.0,2696000000.0,2696000000.0,0.0,2129000000.0,567000000.0,6638000000.0,43591000000.0,3913000000.0,0.0,0.0,25218000000.0,10551000000.0,33040000000.0,1800000000.0,27329000000.0,5711000000.0,-1754000000.0,3957000000.0,43591000000.0,414200000.0,414193000.0,426721000.0,
HCA,2016,Q1,1.75,1.75,0.0,1.69,284000000.0,811000000.0,811000000.0,0.0,694000000.0,117000000.0,1714000000.0,11050000000.0,790000000.0,0.0,0.0,6555000000.0,2504000000.0,8546000000.0,416000000.0,7046000000.0,1500000000.0,-405000000.0,1095000000.0,11050000000.0,396600000.0,396397000.0,410575000.0,
HCA,2016,Q2,1.7,1.7,0.0,1.65,341000000.0,791000000.0,791000000.0,0.0,658000000.0,133000000.0,1718000000.0,11081000000.0,762000000.0,0.0,0.0,6559000000.0,2480000000.0,8601000000.0,427000000.0,7058000000.0,1543000000.0,-411000000.0,1132000000.0,11081000000.0,387100000.0,386406000.0,398659000.0,
HCA,2016,Q3,1.63,1.63,0.0,1.59,273000000.0,745000000.0,745000000.0,0.0,618000000.0,127000000.0,1699000000.0,11110000000.0,840000000.0,0.0,0.0,6637000000.0,2539000000.0,8571000000.0,436000000.0,7142000000.0,1429000000.0,-411000000.0,1018000000.0,11110000000.0,379100000.0,378199000.0,389592000.0,
HCA,2016,Q4,2.45,2.45,0.0,2.37,480000000.0,1085000000.0,1085000000.0,0.0,920000000.0,165000000.0,1802000000.0,11506000000.0,865000000.0,0.0,0.0,6654000000.0,2667000000.0,8839000000.0,432000000.0,6844000000.0,1995000000.0,-430000000.0,1565000000.0,11506000000.0,383800000.0,383591000.0,395851000.0,
HCA,2016,FY,7.53,7.53,0.0,7.3,1378000000.0,3432000000.0,3432000000.0,0.0,2890000000.0,542000000.0,6933000000.0,44747000000.0,3257000000.0,0.0,0.0,26405000000.0,10190000000.0,34557000000.0,1711000000.0,28090000000.0,6467000000.0,-1657000000.0,4810000000.0,44747000000.0,383800000.0,383591000.0,395851000.0,
HCA,2017,Q1,1.78,1.78,0.0,1.74,289000000.0,777000000.0,777000000.0,0.0,659000000.0,118000000.0,1797000000.0,11383000000.0,760000000.0,0.0,0.0,6831000000.0,2557000000.0,8826000000.0,419000000.0,7352000000.0,1474000000.0,-408000000.0,1066000000.0,11383000000.0,370200000.0,370289000.0,379980000.0,
HCA,2017,Q2,1.79,1.79,0.0,1.75,365000000.0,795000000.0,795000000.0,0.0,657000000.0,138000000.0,1795000000.0,11806000000.0,1073000000.0,0.0,0.0,6861000000.0,2868000000.0,8938000000.0,411000000.0,7382000000.0,1556000000.0,-396000000.0,1160000000.0,11806000000.0,367000000.0,365847000.0,375338000.0,
HCA,2017,Q3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
HCA,2017,Q4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
HCA,2017,FY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
